RecordID_Int,Basement,BasementGarage,Bedrooms,BasementType,ExternalWalls,FinishedBasement,Flooring,Fireplace,FullBathrooms,Grade,HalfBathrooms,Heating,NumberOfStories,ParcelNumber,Roof,SquareFootageFinishedLiving,StreetName,StreetNumber,Style,TotalRooms,Unit,UseCode,YearBuilt
153,390,0,4,Partial Basement,Brick Veneer,,Hardwood,1,2,B++,1,Hot Water Radiator,2.00,020073000,Slate,2400,RUGBY RD,919,2 Sty Excellent,8,,Single Family,1930
154,,0,5,No Basement,Brick Veneer,,Hardwood,2,4,A,1,Hot Water Radiator,2.00,020074000,Shingles,3912,RUGBY RD,917,2 Sty Excellent,11,,Single Family,1939
155,,0,3,No Basement,Brick Veneer,,Hardwood,1,2,A -,1,Hot Water Radiator,1.50,020075000,Arch Shingles,2630,RUGBY RD,915,1.5 Story,6,,Single Family,1947
156,,0,3,No Basement,Stucco,,Hardwood,1,2,A -,No dat,Forced Air,1.66,020076000,Slate,3286,RUGBY RD,905,1.5 Sty Excellent,10,,Single Family,2023
157,1554,0,4,Partial Basement,Brick Veneer,1276,W/W Carpet,1,4,B +,1,Hot Water Radiator,1.75,020077000,Shingles,3130,RUGBY RD,901,1.5 Sty (Avg),10,,Single Family,1951
158,300,0,6,Partial Basement,Wood,150,Hardwood,1,2,B +,2,Hot Water Radiator,2.00,030001000,Shingles,2700,RUGBY RD,1106,2 Story,10,,Single Family,1910
159,567,0,4,Partial Basement,Wood,,Hardwood,1,3,B +,0,Hot Water Radiator,2.00,030002000,Shingles,2385,RUGBY RD,1102,2 Story,7,,Single Family,1930
160,1548,1,3,Partial Basement,Wood,,Hardwood,3,2,C++,0,Hot Water Radiator,1.00,030003000,Arch Shingles,1962,RUGBY AVE,1717,1 Sty w/ Bsmt,7,,Single Family,1925
161,,0,3,No Basement,Cedar,,Hardwood,1,2,B++,0,Heat Pump,1.75,030004000,Arch Shingles,2428,RUGBY AVE,1711,1.5 Sty Excellent,9,,Single Family,1925
162,297,0,3,Partial Basement,Wood,,Hardwood,1,2,C++,0,Hot Water Radiator,1.00,030005000,Arch Shingles,1438,RUGBY AVE,1715,1 Sty w/ Bsmt,6,,Single Family,1939
163,1500,1,4,Full Basement,Brick Veneer,958,Hardwood,2,3,C++,1,Hot Water Radiator,1.66,030006000,Shingles,2490,RUGBY AVE,1701,1.5 Story,10,,Single Family,1956
164,1172,0,4,Partial Basement,Brick Veneer,250,Hardwood,2,2,B++,1,Heat Pump,2.00,030006100,Shingles,2986,RUGBY AVE,1705,2 Story,10,,Single Family-1 Conversion,1927
165,604,1,1,Full Basement,Brick Veneer,,Hardwood,0,2,B,0,Forced Air,1.00,030006100,Shingles,604,RUGBY AVE,1705,1 Story,3,,Single Family-1 Conversion,1928
166,,0,2,No Basement,Concrete Block,,Hardwood,1,1,C +,0,Forced Air,1.00,030007000,Arch Shingles,1035,STONEFIELD LN,1106,1 Sty No Bsmt,5,,Single Family,1947
167,,0,3,No Basement,Wood Shingle,,Hardwood,1,2,C +,0,Heat Pump,1.00,030008000,Arch Shingles,1628,RUGBY AVE,1643,1 Sty No Bsmt,6,,Single Family,1947
168,825,0,2,Full Basement,Concrete Block,,Hardwood,1,1,C,0,Heat Pump,1.00,030009000,Arch Shingles,825,RUGBY AVE,1641,1 Sty (Avg),4,,Single Family,1950
169,800,0,4,Partial Basement,Wood,,Hardwood,1,3,B +,0,Heat Pump,1.66,030010000,Arch Shingles,2174,RUGBY AVE,1637,1.5 Story,8,,Single Family-1 Conversion,1935
170,749,0,3,Full Basement,Concrete Block,375,Hardwood,2,2,B,0,Forced Air,1.50,030011000,Shingles,1273,RUGBY AVE,1627,1.5 Story,8,,Vacant Land,1948
171,0,,,,,0,,,,,,,,030011000,,,RUGBY AVE,1627,,,,Vacant Land,
172,912,0,4,Partial Basement,Wood,912,Hardwood,1,3,C +,0,Heat Pump,2.00,030012000,Arch Shingles,1579,RUGBY AVE,1625,1 Sty w/ Bsmt,9,,Single Family-1 Conversion,1955
173,,0,2,No Basement,Wood,,Hardwood,1,1,C++,0,Hot Water Radiator,1.00,030013000,Arch Shingles,900,RUGBY AVE,1623,1 Sty No Bsmt,6,,Single Family,1949
174,768,No dat,4,Partial Basement,Wood,379,Hardwood,1,3,B,1,Heat Pump,1.50,030014000,Arch Shingles,2314,RUGBY AVE,1621,1.5 Sty (Avg),9,,Single Family,1948
175,,0,4,No Basement,Hardy Board,,Hardwood,1,3,B++,No dat,Heat Pump,1.75,030015000,Metal,2383,HERNDON RD,1105,1.5 Story,9,,Single Family,1948
176,883,0,4,Partial Basement,Brick Veneer,,Hardwood,1,2,B +,1,Heat Pump,1.50,030016000,Metal,3509,RUGBY AVE,1549,1.5 Story,10,,Single Family,1951
177,,0,2,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,030018000,Arch Shingles,1094,RUGBY AVE,1545,1 Sty No Bsmt,5,,Single Family,1953
178,,0,2,No Basement,Concrete Block,,Hardwood,1,2,B,0,Heat Pump,1.00,030019000,Arch Shingles,1316,RUGBY AVE,1600,1 Sty No Bsmt,6,,Single Family,1950
179,,0,4,No Basement,Aluminum,,Hardwood,1,2,B,0,Heat Pump,2.00,030020000,Arch Shingles,2564,RUGBY AVE,1606,2 Sty No Bsmt,8,,Single Family,1946
180,664,0,4,Partial Basement,Hardy Board,,Hardwood,1,3,B +,0,Hot Water Radiator,1.66,030021000,Arch Shingles,2271,RUGBY AVE,1610,1.5 Story,8,,Single Family,1944
181,1142,0,3,Full Basement,Wood,650,Hardwood,1,2,C,0,Heat Pump,1.00,030022000,Arch Shingles,1142,RUGBY AVE,1620,1 Sty w/ Bsmt,5,,Single Family-2 Conversion,1951
182,,0,3,No Basement,Concrete Block,,Hardwood,0,2,C -,0,Heat Pump,2.00,030022000,Arch Shingles,1344,RUGBY AVE,1620,2 Story,7,,Single Family-2 Conversion,1955
183,,0,1,No Basement,Wood,,Hardwood,1,1,C,1,Heat Pump,1.50,030023000,Shingles,648,RUGBY AVE,1618,1.5 Sty (Avg),4,,Single Family,2006
184,1114,1,4,Cellar,Aluminum,,Hardwood,1,3,C,1,Heat Pump,1.50,030023000,Arch Shingles,1608,RUGBY AVE,1618,1.5 Sty (Avg),7,,Single Family,1948
185,1002,0,3,Partial Basement,Brick Veneer,1002,Hardwood,2,3,B +,1,Hot Water Radiator,1.66,030024000,Arch Shingles,2604,RUGBY AVE,1626,1.5 Story,8,,Single Family,1952
186,,0,4,No Basement,Wood,,Hardwood,1,3,B,1,Heat Pump,1.50,030024100,Metal,3449,WESTWOOD RD,1621,1.5 Sty (Avg),7,,Single Family,1994
187,1350,0,2,Full Basement,Brick Veneer,969,Hardwood,2,2,C +,0,Heat Pump,1.00,030025000,Arch Shingles,1350,WESTWOOD RD,1619,1 Sty w/ Bsmt,7,,Single Family,1952
188,180,0,4,Cellar,Concrete Block,,Hardwood,2,3,B +,1,Heat Pump,2.00,030026000,Arch Shingles,2926,WESTWOOD RD,1617,2 Sty Excellent,9,,Single Family,1946
189,551,0,3,Partial Basement,Vinyl,,Hardwood,1,1,B,0,Heat Pump,1.67,030027000,Arch Shingles,1624,WESTWOOD RD,1615,1.5 Story,6,,Single Family,1949
190,1493,0,3,Partial Basement,Brick Veneer,,Hardwood,1,2,B,0,Heat Pump,1.75,030028000,Arch Shingles,2564,WESTWOOD RD,1611,1.5 Sty Transitional,10,,Single Family,1951
191,1672,1,5,Partial Basement,Cedar,1105,Hardwood,2,3,B++,1,Heat Pump,1.00,030029000,Arch Shingles,1805,WESTWOOD RD,1610,1 Sty Excellent,10,,Single Family,1951
192,926,0,3,Partial Basement,Wood,,Hardwood,1,2,B,0,Forced Air,1.00,030030000,Arch Shingles,1792,WESTWOOD RD,1614,1 Sty w/ Bsmt,6,,Single Family,1951
193,1907,0,4,Walkout Basement,Wood,1880,Hardwood,1,5,B++,2,Radiant,1.00,030031000,Arch Shingles,2367,WESTWOOD RD,1618,1 Sty w/ Bsmt,10,,Single Family-1 Conversion,1951
194,1200,1,3,Full Basement,Brick Veneer,795,Hardwood,1,3,B -,0,Heat Pump,1.33,030032000,Arch Shingles,1500,WESTWOOD RD,1622,1 Sty w/ Bsmt,9,,Single Family,1953
195,,0,3,No Basement,Brick Veneer,,Hardwood,1,3,B +,No dat,Heat Pump,1.00,030033000,Arch Shingles,2280,HARDWOOD AVE,1629,1 Sty No Bsmt,9,,Single Family,1954
196,,0,3,No Basement,Wood,,Hardwood,1,2,B -,0,Hot Water Radiator,1.50,030034000,Shingles,2144,HARDWOOD AVE,1625,1.5 Sty (Avg),8,,Single Family,1954
197,,0,3,No Basement,Asbestos,,Hardwood,0,2,C +,0,Heat Pump,1.00,030035000,Arch Shingles,1521,HARDWOOD AVE,1619,1 Sty No Bsmt,6,,Single Family,1952
198,1425,1,3,Walkout Basement,Wood,,Hardwood,1,2,C++,0,Heat Pump,1.00,030036000,Arch Shingles,1425,HARDWOOD AVE,1620,1 Story,7,,Single Family,1952
199,1200,0,4,Walkout Basement,Asbestos,200,Hardwood,1,1,C,1,Heat Pump,1.00,030037000,Arch Shingles,1200,HARDWOOD AVE,1624,1 Story,6,,Single Family,1953
200,1295,0,2,Full Basement,Brick Veneer,,Hardwood,1,1,C +,0,Hot Water Radiator,1.00,030038000,Arch Shingles,1295,HARDWOOD AVE,1630,1 Sty (Avg),5,,Single Family,1954
201,1477,0,3,Walkout Basement,Wood,1477,Hardwood,1,2,C++,0,Heat Pump,1.00,030039000,Shingles,1477,KENSINGTON AVE,1143,1 Story,8,,Single Family,1953
202,1189,0,4,Walkout Basement,Brick Veneer,600,Hardwood,1,2,C +,1,Heat Pump,1.00,030040000,Arch Shingles,1478,KENSINGTON AVE,1147,1 Sty (Avg),9,,Single Family-1 Conversion,1954
203,1380,0,4,Walkout Basement,Hardy Board,1380,Hardwood,2,4,B,0,Heat Pump,1.75,030041000,Arch Shingles,2624,KENSINGTON AVE,1151,1.5 Sty (Avg),10,,Single Family,1955
204,924,0,3,Full Basement,Brick Veneer,225,Hardwood,1,2,B,0,Heat Pump,1.66,030042000,Arch Shingles,1546,KENSINGTON AVE,1155,1.5 Story,8,,Single Family,1954
205,1538,2,6,Walkout Basement,Brick Veneer,350,Hardwood,1,6,B +,1,Heat Pump,1.50,030043000,Copper,3432,KENSINGTON AVE,1159,1.5 Sty (Avg),15,,Single Family-1 Conversion,1952
206,1040,0,2,Walkout Basement,Wood,,Hardwood,1,2,C++,0,Heat Pump,1.33,030044000,Arch Shingles,1586,KENSINGTON AVE,1163,1 Story,6,,Single Family,1953
207,1348,0,3,Partial Basement,Brick Veneer,616,Hardwood,2,2,A,1,Heat Pump,2.00,030045000,Arch Shingles,2746,RUGBY AVE,1698,2 Story,9,,Single Family,1952
208,,No dat,1,No Basement,Concrete Block,,Hardwood,0,2,C,0,Heat Pump,2.0,030045100,Arch Shingles,2346,KENSINGTON AVE,1165,2 Story,6,,Single Family,1947
209,816,0,4,Partial Basement,Brick Veneer,,Hardwood,1,3,A -,1,Heat Pump,2.00,030046000,Arch Shingles,2806,RUGBY AVE,1700,2 Story,10,,Single Family,1938
210,825,0,3,Partial Basement,Brick Veneer,275,Hardwood,1,2,B +,1,Heat Pump,2.00,030047000,Arch Shingles,1750,RUGBY AVE,1702,2 Story,7,,Single Family,1938
211,806,1,4,Cellar,Brick Veneer,,Hardwood,1,1,B -,1,Heat Pump,1.66,030048000,Arch Shingles,1338,RUGBY AVE,1706,1.5 Story,5,,Single Family,1939
212,768,2,4,Partial Basement,Brick Veneer,510,Hardwood,1,3,B +,0,Heat Pump,1.75,030049000,Arch Shingles,2478,RUGBY AVE,1708,1.5 Story,8,,Single Family-1 Conversion,1939
213,1014,0,4,Full Basement,Wood,830,Hardwood,1,3,C,0,Heat Pump,1.00,030050000,Arch Shingles,1054,RUGBY AVE,1710,1 Sty w/ Bsmt,11,,Single Family,1937
214,,0,5,No Basement,Wood,,Hardwood,1,4,B -,No dat,Heat Pump,1.50,030051000,Metal,2278,RUGBY AVE,1718,1.5 Sty (Avg),8,,Single Family,1935
215,754,0,5,Partial Basement,Stucco,754,Hardwood,3,3,B++,2,Forced Air,2.00,030052000,Metal,2976,RUGBY RD,1006,2 Story,10,,Single Family,1916
216,330,0,3,Partial Basement,Stucco,330,Hardwood,1,3,B +,0,Hot Water Radiator,1.00,030052100,Metal,1595,RUGBY RD,1004,1 Story,5,,Single Family,1932
217,660,0,4,Walkout Basement,Wood,660,Other,0,2,D,0,Forced Air,1.00,030053000,Shingles,660,PRESTON AVE,1224,1 Sty Attached,8,A&B,Duplex,1958
218,757,0,2,Walkout Basement,Aluminum,,Hardwood,0,1,D +,0,Floor Furnace,1.00,030054000,Shingles,757,PRESTON AVE,1222,1 Sty (Avg),4,,Single Family,1925
219,1236,0,4,Walkout Basement,Concrete Block,750,Hardwood,1,2,D,0,Forced Air,1.00,030055000,Shingles,1236,PRESTON AVE,1220,1 Sty Attached,7,,Duplex,1958
220,399,0,4,Partial Basement,Stucco,,Hardwood,0,1,C +,0,Heat Pump,2.00,030056000,Metal,1360,PRESTON AVE,1218,2 Story w/ Bsmt,7,,Duplex,1910
221,0,,,,,0,,,,,,,,030057000,,,PRESTON AVE,1216,,,,Vacant Land,
222,975,1,3,Walkout Basement,Brick Veneer,725,Hardwood,0,2,C,0,Heat Pump,1.00,030058000,Shingles,1035,PRESTON AVE,1212,Split-Foyer,7,,Single Family-1 Conversion,1970
223,510,0,2,Partial Basement,Concrete Block,442,Hardwood,1,2,C,0,Forced Air,1.00,030059000,Shingles,910,PRESTON AVE,1214,1 Story,5,,Single Family,1949
224,0,,0,N/A,Not Applicable,0,None,0,0,C,0,Not Applicable,0,030060000,N/A,0,ROBINSON WOODS,0,No Style,0,,Common Area,0
225,0,,,,,0,,,,,,,,030060000,,,ROBINSON WOODS,0,,,,Common Area,
226,0,,,,,0,,,,,,,,030060000,,,ROBINSON WOODS,0,,,,Common Area,
227,,0,3,No Basement,Hardy Board,,Hardwood,0,2,C++,1,Heat Pump,1.75,030060100,Arch Shingles,1892,CABELL AVE,1609,1.5 Sty (Avg),6,,Single Family,2000
228,,0,3,No Basement,Hardy Board,,Hardwood,1,2,B,1,Heat Pump,2.50,030060101,Arch Shingles,1930,ROBINSON WOODS,117,2.5 Story,7,,Single Family,1997
229,,0,3,No Basement,Hardy Board,,W/W Carpet,0,2,B,1,Forced Air,2.75,030060110,Arch Shingles,2610,ROBINSON WOODS,119,2.5 Story,6,,Single Family,1998
230,,0,5,No Basement,Hardy Board,,W/W Carpet,1,4,B +,0,Heat Pump,2.00,030060120,Arch Shingles,3404,ROBINSON WOODS,121,2 Story,8,,Single Family,2000
231,,0,4,No Basement,Hardy Board,,Hardwood,1,3,B +,1,Heat Pump,2.66,030060130,Arch Shingles,2587,ROBINSON WOODS,123,2.5 Story,8,,Single Family,1999
232,,0,4,No Basement,Hardy Board,,Hardwood,1,2,B +,1,Heat Pump,2.00,030060140,Arch Shingles,2988,ROBINSON WOODS,125,2 Sty No Bsmt,7,,Single Family,1999
233,912,0,4,Full Basement,Hardy Board,850,Hardwood,2,3,B +,1,Heat Pump,2.50,030060150,Arch Shingles,2280,ROBINSON WOODS,112,2.5 Sty Excellent,10,,Single Family,2001
234,1024,0,4,Full Basement,Hardy Board,1024,Hardwood,1,3,B +,1,Heat Pump,2.50,030060160,Arch Shingles,2724,ROBINSON WOODS,110,2.5 Story,8,,Single Family,2000
235,1024,1,4,Full Basement,Hardy Board,824,Hardwood,1,3,B,1,Heat Pump,1.75,030060170,Arch Shingles,1808,ROBINSON WOODS,108,1.5 Sty (Avg),9,,Single Family,2000
236,1064,0,4,Full Basement,Hardy Board,888,Hardwood,1,4,B +,1,Heat Pump,2.50,030060180,Arch Shingles,2830,ROBINSON WOODS,106,2.5 Story,9,,Single Family,2000
237,1024,No dat,3,Full Basement,Masonite,676,Hardwood,0,3,B,1,Heat Pump,1.75,030060190,Arch Shingles,1808,ROBINSON WOODS,104,1.5 Story,6,,Single Family,2001
238,,0,4,No Basement,Masonite,,Hardwood,0,4,B +,1,Heat Pump,2.50,030060200,Shingles,2338,ROBINSON WOODS,101,2 Sty No Bsmt,7,,Single Family,2000
239,1024,0,3,Full Basement,Masonite,,Hardwood,0,2,B +,1,Heat Pump,2.5,030060201,Arch Shingles,2560,ROBINSON WOODS,102,2.5 Story,6,,Single Family,2001
240,,0,3,No Basement,Masonite,,Hardwood,0,3,B,1,Heat Pump,2.50,030060210,Shingles,2258,ROBINSON WOODS,100,2.5 Story,6,,Single Family,2001
241,,0,4,No Basement,Hardy Board,,Hardwood,1,3,B,1,Heat Pump,2.50,030060300,Arch Shingles,2421,ROBINSON WOODS,103,2.5 Story,8,,Single Family,1999
242,,0,4,No Basement,Masonite,,Hardwood,1,3,B +,1,Heat Pump,2.5,030060400,Arch Shingles,2520,ROBINSON WOODS,105,2.5 Story,8,,Single Family,2000
243,,0,3,No Basement,Masonite,,Hardwood,1,2,B +,1,Heat Pump,2.50,030060500,Shingles,2529,ROBINSON WOODS,107,2.5 Story,7,,Single Family,2000
244,1438,0,4,Full Basement,Wood,1021,Hardwood,1,5,B +,1,Heat Pump,2.50,030060600,Arch Shingles,3715,ROBINSON WOODS,109,2.5 Story (Avg),13,,Single Family-1 Conversion,2005
245,1620,0,6,Full Basement,Hardy Board,1610,Hardwood,1,5,B +,2,Heat Pump,2.66,030060700,Arch Shingles,4644,ROBINSON WOODS,111,2.5 Story (Avg),14,,Single Family,2006
246,,0,4,No Basement,Hardy Board,,Hardwood,1,3,B +,1,Forced Air,2.50,030060800,Shingles,2315,ROBINSON WOODS,113,2.5 Story,9,,Single Family,1999
247,,0,4,No Basement,Wood,,Hardwood,1,3,B +,1,Forced Air,2.50,030060900,Shingles,2150,ROBINSON WOODS,115,2.5 Story,9,,Single Family,1998
248,1445,1,3,Walkout Basement,Brick Veneer,597,Hardwood,1,2,C++,0,Heat Pump,1.00,030065000,Arch Shingles,1445,PRESTON AVE,1208,1 Story,6,,Single Family,1957
249,1098,2,3,Walkout Basement,Brick Veneer,471,Hardwood,2,3,C,0,Heat Pump,1.50,030066000,Shingles,1725,PRESTON AVE,1204,1.5 Sty (Avg),7,,Single Family,1970
250,900,0,2,Walkout Basement,Aluminum,360,Hardwood,0,1,C -,0,Heat Pump,1.00,030067000,Shingles,998,PRESTON AVE,1202,1 Story,5,,Single Family,1958
251,1232,No dat,6,Partial Basement,Brick Veneer,1008,Hardwood,1,3,B,0,Heat Pump,1.00,030067100,Arch Shingles,1820,CABELL AVE,1605,1 Sty w/ Bsmt,8,,Single Family,1963
252,,0,3,No Basement,Masonite,,Hardwood,0,3,B +,1,Heat Pump,2.50,030067200,Arch Shingles,2368,CABELL AVE,1607,2.5 Story,6,,Single Family,2001
253,0,,,,,0,,,,,,,,030068000,,,PRESTON AVE,,,,,Vacant Land,
254,0,,,,,0,,,,,,,,030068001,,,PRESTON AVE,,,,,Vacant Land,
255,0,,,,,0,,,,,,,,030068002,,,PRESTON AVE,,,,,Vacant Land,
256,0,,,,,0,,,,,,,,030068003,,,PRESTON AVE,,,,,Vacant Land,
257,0,,,,,0,,,,,,,,030068004,,,BARBOUR DR,97,,,,Vacant Land,
258,0,,,,,0,,,,,,,,030068005,,,BARBOUR DR,99,,,,Vacant Land,
259,0,,,,,0,,,,,,,,030068006,,,BARBOUR DR,101,,,,Vacant Land,
260,0,,,,,0,,,,,,,,030068007,,,BARBOUR DR,103,,,,Vacant Land,
261,0,,,,,0,,,,,,,,030069000,,,PRESTON AVE,1132,,,,Vacant Land,
262,0,,,,,0,,,,,,,,030070000,,,PRESTON AVE,1138,,,,Vacant Land,
263,0,,,,,0,,,,,,,,030071000,,,BARBOUR DR,103,,,,Vacant Land,
264,0,,,,,0,,,,,,,,030072000,,,BARBOUR DR,105,,,,Vacant Land,
265,785,No dat,3,Full Basement,Asbestos,,Hardwood,No dat,1,C,0,Hot Water Radiator,2.00,030073000,Metal,3280,PRESTON AVE,1124,2 Sty Attached,7,A&B,Duplex,1935
266,,No dat,10,No Basement,Vinyl,,None,No dat,6,C,0,Heat Pump,2.00,030073A00,Shingles,3600,PRESTON AVE,1122,2 Sty Attached,14,A&B,Duplex,2001
267,,0,2,No Basement,Wood,,Hardwood,0,1,C -,0,Forced Air,1.00,030074000,Arch Shingles,912,BARBOUR DR,107,1 Sty (Avg),4,,Single Family,1970
268,0,,,,,0,,,,,,,,030075000,,,BARBOUR DR,106,,,,Vacant Land,
269,,0,6,No Basement,Vinyl,,Hardwood,1,4,C,2,Heat Pump,2.00,030076000,Arch Shingles,2508,BARBOUR DR,104,2 Sty Attached,12,,Quadplex,2004
270,,0,3,No Basement,Vinyl,,Hardwood,1,4,C,2,Heat Pump,2.00,030077000,Arch Shingles,2508,BARBOUR DR,102,2 Sty Attached,12,,Quadplex,2004
271,,0,8,No Basement,Hardy Board,,Hardwood,0,4,C +,4,Heat Pump,2.00,030078000,Arch Shingles,4320,BARBOUR DR,100,2 Sty Attached,13,,Quadplex,2013
272,,No dat,3,No Basement,Hardy Board,,Hardwood,1,2,B -,1,Heat Pump,2.00,030079000,Arch Shingles,2450,CABELL AVE,1614,2 Story,7,,Single Family,2015
273,0,,,,,0,,,,,,,,030080000,,,AMHERST CMN,0,,,,Condo Common Area,
274,1098,0,3,Full Basement,Wood,762,Hardwood,2,4,B,0,Heat Pump,2.00,030080100,Arch Shingles,2196,AMHERST CMN,101,2 Story,7,,Single Family,1999
275,,0,3,No Basement,Hardy Board,,Hardwood,1,2,B +,1,Forced Air,2.00,030080101,Arch Shingles,1815,AMHERST CMN,119,2 Sty No Bsmt,6,,Single Family,1998
276,,0,4,No Basement,Wood,,Hardwood,1,3,B +,0,Forced Air,1.75,030080110,Arch Shingles,1570,AMHERST CMN,121,1.5 Sty Transitional,8,,Single Family,1999
277,1096,0,3,Full Basement,Hardy Board,644,Hardwood,1,3,B,1,Heat Pump,2.00,030080200,Arch Shingles,2260,AMHERST CMN,103,2 Story,9,,Single Family,1999
278,,0,4,No Basement,Hardy Board,,W/W Carpet,1,3,B,1,Forced Air,2.50,030080300,Shingles,2136,AMHERST CMN,105,2.5 Story,8,,Single Family,1998
279,902,0,4,Full Basement,Wood,902,Hardwood,1,3,B,1,Forced Air,2.00,030080400,Arch Shingles,1840,AMHERST CMN,107,2 Story,9,,Single Family,1998
280,1056,1,3,Full Basement,Wood,,Hardwood,1,2,B +,1,Forced Air,1.75,030080500,Arch Shingles,1596,AMHERST CMN,109,1.5 Story,6,,Single Family,1998
281,,0,3,No Basement,Wood,,W/W Carpet,0,2,B +,1,Heat Pump,2.50,030080600,Arch Shingles,2195,AMHERST CMN,111,2.5 Story,6,,Single Family,1998
282,,0,4,No Basement,Vinyl,,W/W Carpet,0,2,B +,1,Forced Air,1.75,030080700,Arch Shingles,1807,AMHERST CMN,113,1.5 Sty Transitional,7,,Single Family,1998
283,,0,4,No Basement,Hardy Board,,Hardwood,1,3,B +,1,Heat Pump,2.50,030080800,Arch Shingles,2336,AMHERST CMN,115,2.5 Story,8,,Single Family,1997
284,,0,4,No Basement,Wood,,Hardwood,1,3,B++,1,Heat Pump,2.00,030080900,Arch Shingles,2923,AMHERST CMN,117,2 Story,8,,Single Family,1998
285,1120,0,3,Walkout Basement,Brick Veneer,470,Hardwood,0,1,C,0,Heat Pump,1.00,030081000,Shingles,1120,PRESTON AVE,1114,Split-Foyer (Avg),5,,Single Family,1972
286,0,,,,,0,,,,,,,,030082000,,,PRESTON AVE,0,,,,Vacant Land,
287,,No dat,6,No Basement,Wood,,Hardwood,No dat,2,C,2,Forced Air,2.00,030089000,Shingles,2400,PRESTON AVE,1106,2 Sty Attached,12,A&B,Duplex,1979
288,,0,3,No Basement,Vinyl,,Hardwood,0,2,C -,0,Forced Air,1.0,030090000,Shingles,1028,PRESTON AVE,1108,1 Sty (Avg),6,,Single Family,2011
289,,0,1,No Basement,Stucco,,Tile,0,1,D,0,Baseboard,1.00,030090100,Shingles,480,PRESTON AVE,1110,1 Sty No Bsmt,3,,Duplex,1920
290,,No dat,10,No Basement,Metal,,Hardwood,No dat,4,B -,2,Heat Pump,2.5,030090100,Metal,4185,PRESTON AVE,1110,2.5 Sty Attached,12,,Duplex,2021
291,,0,3,No Basement,Vinyl,,Hardwood,0,1,C -,0,Forced Air,1.00,030091000,Shingles,1363,PRESTON AVE,1112,1 Sty (Avg),6,,Single Family,1925
292,858,2,3,Walkout Basement,Wood,294,Hardwood,No dat,2,C +,1,Heat Pump,1.0,030092100,Arch Shingles,1562,PRESTON AVE,1116,Split-Level (Avg),No dat,,Single Family,1968
293,1107,0,3,Walkout Basement,Brick Veneer,600,Hardwood,1,2,C,0,Forced Air,1.00,030093000,Shingles,1107,PRESTON AVE,1104,Split-Foyer (Avg),6,,Single Family,1963
294,1000,0,6,Full Basement,Vinyl,979,Hardwood,0,3,C,0,Forced Air,2.00,030093100,Shingles,2160,PRESTON AVE,1100,2 Sty Attached,9,A&B,Duplex,1958
295,972,0,5,Full Basement,Brick Veneer,900,Hardwood,0,2,C -,0,Forced Air,1.00,030093200,Shingles,972,PRESTON AVE,1102,1 Sty Attached,5,A&B,Duplex,1959
296,0,,,,,0,,,,,,,,030095000,,,PRESTON AVE,1001,,,,Clubhouse,
297,,0,4,No Basement,Vinyl,,Hardwood,0,2,C -,0,Gas Wall Unit,1.00,030096000,Shingles,1200,PRESTON AVE,1011,1 Sty Attached,8,,Duplex,1962
298,,0,3,No Basement,Hardy Board,,Hardwood,0,2,C,1,Heat Pump,2.00,030096100,Arch Shingles,1672,ROSSER AVE E,110,2 Sty No Bsmt,7,,Single Family,2007
299,210,0,3,Cellar,Asbestos,,Hardwood,0,2,C,0,Forced Air,2.00,030097000,Shingles,1456,ROSSER AVE E,100,2 Sty No Bsmt,6,,Single Family,1925
300,675,0,2,Full Basement,Aluminum,,Hardwood,0,1,D,0,Forced Air,1.00,030098000,Shingles,675,ROSSER AVE E,114,1 Story,4,,Single Family,1940
301,0,0,2,No Basement,Aluminum,0,Hardwood,0,1,D,0,Heat Pump,1.00,030099000,Shingles,662,ROSSER AVE E,116,1 Story,4,,Single Family,1925
302,,0,2,No Basement,Asbestos,,Hardwood,0,1,D,0,Floor Furnace,1.00,030100000,Shingles,679,ROSSER AVE E,118,1 Story,4,,Single Family,1925
303,0,,,,,0,,,,,,,,030101000,,,ROSSER AVE E,120,,,,Vacant Land,
304,0,0,3,No Basement,Aluminum,0,Other,0,1,C,0,Forced Air,1.00,030102000,Shingles,843,ROSSER AVE E,122,1 Story,6,,Single Family,1925
305,,0,0,N/A,Not Applicable,,Hardwood,0,0,C,0,Not Applicable,0,030103000,N/A,843,ROSSER AVE E,124,No Style,0,,Vacant Land,0
306,0,,,,,0,,,,,,,,030103000,,,ROSSER AVE E,124,,,,Vacant Land,
307,,0,2,No Basement,Aluminum,,W/W Carpet,0,1,C,0,Forced Air,1.00,030104000,Shingles,544,ROSSER AVE E,126,1 Story,4,,Single Family,1941
308,0,0,2,No Basement,Aluminum,0,Hardwood,0,1,C,0,Forced Air,1.00,030105000,Shingles,841,ROSSER AVE E,128,1 Story,5,,Single Family,1940
309,0,0,3,No Basement,Concrete Block,0,Hardwood,0,1,D,0,Forced Air,1.00,030106000,Shingles,904,ROSSER AVE E,130,1 Story,5,,Single Family,1942
310,538,0,0,Partial Basement,Concrete Block,0,None,0,1,D,0,Forced Air,1.00,030108000,Shingles,871,ROSSER AVE E,200,1 Story,5,,Single Family,1957
311,395,0,3,Partial Basement,Concrete Block,,W/W Carpet,0,2,C +,0,Forced Air,1.50,030109000,Arch Shingles,1229,12TH ST NW,703,1.5 Story,6,,Single Family,1959
